geneSymbol,rank
200855_at,2132
200857_s_at,13306
200856_x_at,10086
207760_s_at,15421
208889_s_at,11819
208888_s_at,10368
215205_x_at,11564
207860_at,5585
217095_x_at,16252
217088_s_at,16576
221075_s_at,7036
217493_x_at,145
221074_at,5413
217045_x_at,10481
211583_x_at,8848
210763_x_at,7087
211010_s_at,1291
218266_s_at,15936
208759_at,16039
204162_at,7708
218414_s_at,3354
208093_s_at,13537
217800_s_at,250
209550_at,13200
219899_x_at,841
206022_at,463
200632_s_at,9211
214278_s_at,6251
214279_s_at,7359
206453_s_at,2624
217286_s_at,4318
221082_s_at,16212
209159_s_at,1713
202608_s_at,8518
202607_at,15955
203916_at,11246
220429_at,12564
208334_at,8877
217860_at,13375
209223_at,93
209224_s_at,9969
217773_s_at,13005
218484_at,12299
201304_at,13835
215850_s_at,3863
202000_at,10796
202001_s_at,15506
202785_at,4224
218160_at,8694
202077_at,8425
204125_at,14943
219006_at,17793
206790_s_at,1905
218320_s_at,2633
218200_s_at,16633
218201_at,12747
203371_s_at,13376
218226_s_at,6807
203621_at,403
203613_s_at,8744
211407_at,15149
202839_s_at,12679
201226_at,5259
214241_at,12648
201227_s_at,12569
203478_at,9291
218101_s_at,15313
203039_s_at,17987
201966_at,13683
201740_at,15535
209303_at,12640
201757_at,11461
211752_s_at,12784
203190_at,5493
203189_s_at,8908
208714_at,11508
202941_at,15538
205054_at,7630
215368_at,12728
207279_s_at,13461
216882_s_at,10134
203961_at,15362
217585_at,10656
203962_s_at,3058
215005_at,1796
210720_s_at,15811
209300_s_at,9326
220731_s_at,5131
213012_at,14353
212445_s_at,2087
212448_at,14104
201840_at,2834
202150_s_at,16721
202149_at,5795
204412_s_at,5643
33767_at,9626
221805_at,5280
221916_at,8779
221801_x_at,17390
205113_at,6199
219396_s_at,13516
219502_at,14972
216213_at,13472
213331_s_at,10785
211086_x_at,491
213328_at,17772
219542_at,4984
204641_at,6215
211080_s_at,14439
213116_at,11444
211089_s_at,2472
212530_at,6870
206089_at,3057
203413_at,3620
213673_x_at,15335
214072_x_at,16643
218407_x_at,6533
214125_s_at,6131
214075_at,6958
218406_x_at,4074
204321_at,2206
218678_at,1992
201829_at,8451
201830_s_at,228
218888_s_at,10897
208926_at,1235
221368_at,7635
206282_at,16820
221318_at,2985
220045_at,15468
208497_x_at,1090
215632_at,6972
212678_at,15088
216115_at,9539
212676_at,14305
204325_s_at,14314
211094_s_at,16707
211914_x_at,9556
211095_at,14783
210631_at,2693
204323_x_at,1884
204991_s_at,14403
211091_s_at,39
218915_at,10971
211017_s_at,72
211092_s_at,421
210767_at,15767
217150_s_at,258
214799_at,6183
213438_at,3494
208003_s_at,10097
215092_s_at,7617
209664_x_at,8880
210162_s_at,7442
211105_s_at,6776
208196_x_at,15725
217527_s_at,17879
212809_at,14190
212808_at,6446
217526_at,11904
207416_s_at,12781
210555_s_at,16565
210556_at,4205
205897_at,4564
213345_at,11060
209930_s_at,9253
200759_x_at,17418
214179_s_at,1931
200758_s_at,2530
201146_at,12043
204702_s_at,5849
213029_at,10325
211467_s_at,9899
213033_s_at,16437
211466_at,12422
213032_at,7968
209289_at,1895
209290_s_at,7519
206929_s_at,5036
213298_at,15740
203574_at,2317
209807_s_at,2826
209239_at,9485
207535_s_at,5631
209636_at,2072
211524_at,8354
201502_s_at,13492
214448_x_at,7014
214062_x_at,6006
203927_at,1436
209973_at,14237
206968_s_at,6315
213028_at,13045
218455_at,4905
218946_at,10138
202584_at,11955
202585_s_at,10591
210268_at,13068
218128_at,11336
218129_s_at,5598
218127_at,48
211797_s_at,8130
202215_s_at,12753
211251_x_at,12807
202216_x_at,14801
220337_at,7384
213794_s_at,3682
216263_s_at,5839
206814_at,11636
205858_at,16994
217963_s_at,6529
220742_s_at,5363
207492_at,5192
219418_at,8640
214628_at,2088
214497_s_at,16649
215228_at,14022
209104_s_at,907
201076_at,14573
201077_s_at,13497
202008_s_at,6045
202007_at,10766
204114_at,7629
218133_s_at,8370
219285_s_at,12217
203045_at,1679
219594_at,3220
207705_s_at,14758
219031_s_at,3280
212129_at,15870
212133_at,11756
214579_at,2200
210267_at,16782
212483_at,1967
213918_s_at,1429
212469_at,7135
207108_s_at,14969
201708_s_at,532
201709_s_at,14640
221104_s_at,413
201591_s_at,4551
202891_at,3737
219438_at,12769
213915_at,17351
222105_s_at,3205
218240_at,16831
205004_at,17152
202379_s_at,6390
202380_s_at,4728
215339_at,8613
215338_s_at,9978
210673_x_at,6365
211024_s_at,5731
206915_at,11439
206578_at,15605
211498_s_at,6796
209706_at,10911
211497_x_at,5491
207031_at,16463
203866_at,4507
203867_s_at,5473
205893_at,1487
219726_at,16764
221933_at,477
207703_at,9955
218318_s_at,7066
210113_s_at,16615
211824_x_at,11196
211822_s_at,10857
221690_s_at,14163
207075_at,338
216015_s_at,1725
216016_at,9695
219680_at,8019
205204_at,14450
207333_at,10222
218036_x_at,3983
201577_at,10650
201268_at,4979
204862_s_at,8559
212739_s_at,16741
206197_at,13483
205851_at,8329
219553_at,8595
203964_at,11829
209755_at,15045
201159_s_at,9249
201158_at,980
201157_s_at,12026
215069_at,9152
205005_s_at,13770
205006_s_at,8909
215743_at,3741
206023_at,985
221383_at,564
204239_s_at,14837
202238_s_at,10910
202237_at,7221
202784_s_at,15223
202783_at,17684
202115_s_at,13641
218889_at,7054
218860_at,1491
221073_s_at,903
220066_at,5012
218591_s_at,6305
221970_s_at,16484
210276_s_at,15417
222057_at,6839
219324_at,10075
221566_s_at,655
221567_at,4936
59625_at,7299
206045_s_at,13382
218199_s_at,3694
218244_at,12340
218754_at,14712
211951_at,1562
211949_s_at,2828
205895_s_at,14874
217225_x_at,14112
221853_s_at,17603
208698_s_at,12469
200057_s_at,5991
210470_x_at,1720
217962_at,4072
214661_s_at,11808
209327_s_at,10098
213833_x_at,1721
203023_at,17470
214011_s_at,14734
214427_at,11789
200874_s_at,17690
200875_s_at,4812
207310_s_at,6341
207309_at,1824
215153_at,5040
210037_s_at,12588
205581_s_at,13195
217950_at,7194
218902_at,12109
202445_s_at,3415
202443_x_at,2564
212377_s_at,17920
210756_s_at,11417
203237_s_at,11401
203238_s_at,3613
205247_at,14184
204501_at,16178
214321_at,8302
205794_s_at,15579
207437_at,6744
207217_s_at,12532
206418_at,12028
207380_x_at,10155
210808_s_at,17354
221089_at,9186
219773_at,8629
220641_at,10969
216975_x_at,13125
206699_x_at,10474
39548_at,5680
213462_at,7672
205459_s_at,6631
39549_at,6386
205460_at,10587
220316_at,3104
222172_at,8193
209798_at,15575
211585_at,6164
211584_s_at,7073
202679_at,17001
217584_at,12372
220106_at,12610
200701_at,10702
218086_at,6993
89476_r_at,9104
218822_s_at,6200
218821_at,17160
201454_s_at,16577
214101_s_at,13352
201455_s_at,12047
206402_s_at,5603
214184_at,14083
206285_at,11194
216344_at,12419
213471_at,17986
207673_at,15656
220424_at,11924
221210_s_at,8347
217796_s_at,14134
221923_s_at,6135
221691_x_at,13723
200063_s_at,5011
205129_at,11942
209957_s_at,102
206801_at,6904
32625_at,12473
204648_at,12692
214066_x_at,9157
204310_s_at,15867
219789_at,1057
219790_s_at,11934
210373_at,8646
203246_s_at,17352
203289_s_at,4296
210672_s_at,13126
214273_x_at,12228
202228_s_at,6434
204684_at,10791
213479_at,1316
217041_at,7889
213040_s_at,17052
221322_at,10255
206001_at,6797
205440_s_at,14317
210729_at,16865
210730_s_at,15439
208379_x_at,6982
207400_at,18025
210444_at,8959
201467_s_at,15148
210519_s_at,2464
201468_s_at,3778
203814_s_at,14036
206410_at,9812
204760_s_at,16241
217476_at,7058
31637_s_at,14895
209750_at,5316
218215_s_at,17260
203920_at,10934
206340_at,5260
207203_s_at,844
207202_s_at,8784
207007_at,10818
210530_s_at,8199
210531_at,6180
204791_at,1604
206038_s_at,2627
207443_at,4407
208385_at,15696
208388_at,2016
209505_at,13107
209506_s_at,7306
209120_at,4959
209121_x_at,11608
215073_s_at,4107
209119_x_at,3692
201866_s_at,3848
211671_s_at,13105
201865_x_at,5981
216321_s_at,9906
205259_at,1952
210226_at,9493
202340_x_at,8081
211143_x_at,5707
216248_s_at,15687
204621_s_at,13263
204622_x_at,16396
207978_s_at,16989
209959_at,13776
216979_at,16817
210333_at,11354
208343_s_at,2096
208337_s_at,18116
210174_at,7795
210392_x_at,13682
211402_x_at,18129
210391_at,10620
207742_s_at,11468
207089_at,11499
202647_s_at,11947
221803_s_at,3942
217765_at,4657
216959_x_at,5549
204105_s_at,12911
208709_s_at,13688
204652_s_at,4133
211279_at,5486
211280_s_at,11937
204651_at,7982
208231_at,2641
206343_s_at,12756
206237_s_at,13960
208230_s_at,7923
208241_at,1754
206879_s_at,15154
208062_s_at,4356
204081_at,16242
202599_s_at,7098
202600_s_at,6512
215104_at,9306
219557_s_at,16995
206596_s_at,16257
206597_at,5186
218625_at,15624
212298_at,4009
210615_at,10019
210510_s_at,11759
211844_s_at,793
210841_s_at,6772
210842_at,6985
214632_at,11079
218359_at,9711
210683_at,17626
209915_s_at,3953
209914_s_at,11859
216096_s_at,4002
209982_s_at,12079
209983_s_at,6125
215020_at,17301
205795_at,13659
215021_s_at,5314
201922_at,15648
219084_at,17166
215093_at,8785
209279_s_at,8597
202395_at,12796
217831_s_at,11989
217830_s_at,55
220248_x_at,13921
203269_at,15633
219067_s_at,1731
211376_s_at,8332
213773_x_at,8892
203802_x_at,5308
213670_x_at,4431
214100_x_at,15315
213460_x_at,10502
213842_x_at,1296
222128_at,11648
220194_at,11212
219214_s_at,16852
209155_s_at,14961
218051_s_at,13187
218786_at,7587
203939_at,8155
219708_at,6487
213062_at,7752
213061_s_at,7229
206706_at,3480
209731_at,6002
222020_s_at,11964
208005_at,16340
207640_x_at,2061
206713_at,14981
208605_s_at,15131
221795_at,2204
207152_at,4994
214680_at,14143
221796_at,11283
215311_at,3521
215115_x_at,17586
217377_x_at,7198
213960_at,16739
215025_at,17672
206462_s_at,12260
217033_x_at,16919
206291_at,10980
207360_s_at,9568
206899_at,210
204589_at,2768
203978_at,6422
218227_at,5017
220176_at,6371
200649_at,4262
200646_s_at,1885
203675_at,12658
222027_at,7057
217802_s_at,6419
201173_x_at,16278
210574_s_at,12844
210575_at,5290
204766_s_at,16914
219855_at,6011
214136_at,12157
219347_at,11726
219665_at,11731
218609_s_at,3789
213461_at,16679
202697_at,7006
206302_s_at,5739
212182_at,6076
212181_s_at,14476
212183_at,14201
206303_s_at,6635
220183_s_at,16689
215824_at,14290
215818_at,729
218375_at,1259
205135_s_at,14272
205136_s_at,11992
205134_s_at,12635
214251_s_at,17868
200747_s_at,9545
214250_at,13423
207545_s_at,11535
209073_s_at,4189
218768_at,11151
202184_s_at,10039
202097_at,1784
206550_s_at,2620
214962_s_at,16030
214963_at,15751
212709_at,17609
217601_at,6695
212691_at,11216
214675_at,8424
212247_at,16791
222382_x_at,14538
213947_s_at,4342
220035_at,4807
212316_at,8594
212315_s_at,10236
211261_at,7750
202155_s_at,15
218622_at,17812
219007_at,8380
218295_s_at,18081
218294_s_at,14970
218293_x_at,1651
213682_at,16080
218256_s_at,12558
215213_at,4996
207740_s_at,5718
202153_s_at,14456
220520_s_at,1961
218014_at,1597
202900_s_at,3230
214192_at,1107
202188_at,12383
203194_s_at,3113
210793_s_at,10036
203195_s_at,17928
204435_at,14543
204003_s_at,14336
215207_x_at,15938
218039_at,12395
219978_s_at,9873
207877_s_at,14254
208922_s_at,5840
220257_x_at,1650
220981_x_at,8761
220110_s_at,17691
219489_s_at,14870
221967_at,11701
218708_at,4930
209629_s_at,11133
209628_at,11547
220911_s_at,3689
221684_s_at,11501
202869_at,16134
205552_s_at,7963
204972_at,13761
206553_at,7182
218400_at,2878
205660_at,16267
210797_s_at,8618
201599_at,13168
200077_s_at,8840
215952_s_at,11546
201364_s_at,5548
201365_at,17701
213863_s_at,2210
222075_s_at,13940
220959_s_at,10480
220848_x_at,2101
220427_at,9207
214928_at,5228
212775_at,10309
213946_s_at,5322
212776_s_at,15596
206498_at,14616
205441_at,4489
208274_at,8375
207944_at,9689
208316_s_at,4232
203446_s_at,12055
220133_at,1333
200790_at,10549
214485_at,11466
210415_s_at,13905
203569_s_at,5341
201282_at,18068
219277_s_at,16461
219245_s_at,2154
219246_s_at,13631
44617_at,5967
211512_s_at,10943
202841_x_at,8253
210443_x_at,8754
211513_s_at,11505
219582_at,17085
205301_s_at,2929
215272_at,4343
205760_s_at,17011
218730_s_at,14030
212307_s_at,13900
209240_at,6781
220594_at,11995
207563_s_at,15094
207564_x_at,7859
213599_at,18020
219293_s_at,12953
219975_x_at,5233
205591_at,14098
210924_at,2166
213131_at,14202
212768_s_at,1772
217525_at,574
213075_at,1907
213125_at,1507
218162_at,10676
213824_at,14526
213825_at,17760
210004_at,15816
205907_s_at,12562
205908_s_at,6526
207093_s_at,5287
221361_at,7339
210745_at,3780
207676_at,9203
212213_x_at,3582
212214_at,12132
214306_at,12733
206357_at,17428
214111_at,3773
206215_at,8083
206323_x_at,6650
222025_s_at,17654
221327_s_at,11453
208036_at,13213
219032_x_at,6294
207792_at,17872
207553_at,5617
206563_s_at,357
206564_at,15269
211359_s_at,13468
207989_at,13530
207994_s_at,2275
202073_at,10416
202074_s_at,1592
221339_at,17245
208558_at,9684
208543_at,8508
208520_at,11540
221346_at,6243
221343_at,708
208098_at,15588
221431_s_at,15249
221388_at,15651
221445_at,14351
221464_at,10523
221402_at,1978
217308_at,7457
221375_at,468
216408_at,3023
216522_at,15258
208525_s_at,3272
208526_at,17093
217302_at,13743
216817_s_at,5274
208508_s_at,2609
216818_s_at,12991
217334_at,2520
221451_s_at,7641
221353_at,1596
221386_at,12271
221426_s_at,7837
221424_s_at,9476
221329_at,4826
208521_at,4100
221465_at,4623
217316_at,12167
208509_s_at,8418
216690_at,14646
208507_at,3901
218812_s_at,10261
217529_at,16342
218811_at,9682
221864_at,11398
205085_at,10410
210028_s_at,10855
203351_s_at,9755
203352_at,3996
211212_s_at,17824
211213_at,5235
204957_at,2009
219105_x_at,11565
214465_at,8297
205041_s_at,3206
205040_at,1505
215399_s_at,17314
200714_x_at,15592
201799_s_at,14875
201800_s_at,14344
221237_s_at,1282
218304_s_at,7402
209485_s_at,3167
208158_s_at,16937
209221_s_at,6409
209222_s_at,11574
209626_s_at,9119
209627_s_at,7298
210344_at,6485
208163_s_at,1580
212585_at,15916
212582_at,6015
218047_at,3668
209450_at,11559
220631_at,9134
219475_at,848
214161_at,5318
204024_at,11402
41553_at,13421
214637_at,5390
205729_at,3482
213568_at,184
204479_at,10376
218196_at,15988
207200_at,7851
220492_s_at,8547
221209_s_at,6887
201245_s_at,11750
201246_s_at,13624
38710_at,12379
219369_s_at,14872
213216_at,13895
203479_s_at,10993
203480_s_at,12370
220669_at,2119
205432_at,1577
206604_at,16819
211778_s_at,549
206048_at,16108
208717_at,12990
202780_at,13503
220256_s_at,15844
218197_s_at,15807
219133_at,5871
202696_at,3573
207576_x_at,13757
206825_at,15385
210401_at,5581
221356_x_at,3906
221372_s_at,17046
208338_at,14151
204088_at,17720
210448_s_at,6773
207455_at,5708
214615_at,8440
214546_s_at,8050
220005_at,7942
206637_at,704
206277_at,5076
221466_at,15809
208373_s_at,8331
207543_s_at,1599
202733_at,12537
200654_at,11838
200656_s_at,7226
222125_s_at,13379
208676_s_at,436
216422_at,6737
214794_at,5449
218957_s_at,6751
215157_x_at,14666
215823_x_at,7213
201064_s_at,16150
215472_at,129
214204_at,8092
220557_s_at,13547
34406_at,7186
212778_at,7931
201651_s_at,4097
218744_s_at,3722
220962_s_at,15394
209791_at,2012
220779_at,6288
211413_s_at,2387
211412_at,11186
220001_at,15239
206859_s_at,12106
202093_s_at,3019
200816_s_at,9159
200813_s_at,9126
200815_s_at,9422
211547_s_at,10778
210160_at,1808
203228_at,12431
205233_s_at,17634
205232_s_at,11788
206897_at,11545
205564_at,6527
205719_s_at,435
217583_at,17092
214664_at,2336
201013_s_at,6661
201014_s_at,6525
209064_x_at,8387
213754_s_at,3456
209063_x_at,16011
210283_x_at,5499
208051_s_at,17199
221868_at,15667
209615_s_at,1614
218886_at,15921
208876_s_at,7297
208877_at,16228
205962_at,13816
208878_s_at,14162
208875_s_at,12196
214607_at,2442
215326_at,5080
203154_s_at,7686
33814_at,2526
219461_at,9483
210721_s_at,458
213990_s_at,11486
219530_at,11796
200897_s_at,17044
200906_s_at,8963
200907_s_at,17164
203859_s_at,15055
218736_s_at,9029
212958_x_at,764
202336_s_at,11758
214620_x_at,6332
218969_at,11075
213661_at,8136
203117_s_at,6473
218809_at,9320
218771_at,3418
204715_at,2296
221941_at,15655
50400_at,17153
202466_at,4339
212718_at,3744
212720_at,6297
215374_at,11213
209388_at,1055
222035_s_at,1583
208271_at,12104
222273_at,7311
219160_s_at,1064
201982_s_at,14424
201981_at,14607
213332_at,10457
211918_x_at,292
214689_at,5517
209043_at,17380
203058_s_at,10858
203060_s_at,110
203059_s_at,8396
213372_at,3138
212858_at,12674
220333_at,6957
219236_at,3658
221527_s_at,18136
221280_s_at,13583
210094_s_at,3094
221526_x_at,17746
205245_at,2049
214827_at,162
211907_s_at,13326
205060_at,6388
207058_s_at,14325
200006_at,17293
218271_s_at,18000
204687_at,5344
203905_at,17491
208644_at,15817
220315_at,2772
218543_s_at,16359
219034_at,12544
214086_s_at,10952
215773_x_at,639
204752_x_at,1155
209940_at,3215
202239_at,813
219639_x_at,17557
219033_at,10865
205833_s_at,347
205834_s_at,7999
215972_at,1711
37966_at,8685
216253_s_at,10763
216254_at,3751
204629_at,15471
37965_at,9674
213534_s_at,16775
206594_at,15708
216945_x_at,10659
209431_s_at,153
211391_s_at,14569
211393_at,14864
209494_s_at,2931
211392_s_at,4756
210581_x_at,10358
214090_at,5352
204005_s_at,1100
204004_at,6065
214237_x_at,2178
214401_at,7124
206229_x_at,4941
206228_at,10123
207680_x_at,686
207679_at,7900
216059_at,13818
207867_at,7512
211176_s_at,10903
221969_at,433
206802_at,10077
205646_s_at,3794
208060_at,7302
207921_x_at,7736
214528_s_at,14568
121_at,16610
221990_at,14537
209552_at,9434
207924_x_at,6172
207923_x_at,7861
213917_at,4177
207059_at,16345
212825_at,13412
219148_at,6102
219543_at,1267
208329_at,4570
220355_s_at,2657
221212_x_at,16088
212151_at,2749
212148_at,17263
205253_at,12970
211096_at,16073
202875_s_at,10939
202876_s_at,450
211097_s_at,8705
204082_at,9325
214177_s_at,5546
212259_s_at,5310
214176_s_at,6036
207838_x_at,11978
204476_s_at,3179
203557_s_at,14676
208620_at,999
213263_s_at,5477
213264_at,1805
204031_s_at,11609
213517_at,17303
205663_at,3561
209361_s_at,5847
203860_at,567
216533_at,3079
212694_s_at,8634
215277_at,1101
203918_at,1790
208366_at,8058
210292_s_at,8709
211227_s_at,4913
217049_x_at,4868
219656_at,2412
205656_at,1879
205535_s_at,5365
205534_at,17009
210941_at,7806
210273_at,4185
206935_at,7125
219737_s_at,14357
219738_s_at,11684
210674_s_at,10167
211867_s_at,14246
211365_s_at,11915
210572_at,1704
211870_s_at,4773
211838_x_at,6831
211811_s_at,9023
208205_at,13480
221303_at,5833
208504_x_at,12764
221408_x_at,1366
216313_at,1211
221410_x_at,15426
221317_x_at,5748
221319_at,12241
215836_s_at,7222
211880_x_at,5928
205717_x_at,6396
209079_x_at,14268
211066_x_at,16939
211875_x_at,17146
211876_x_at,9921
211877_s_at,13691
211879_x_at,3310
216352_x_at,3397
216343_at,13299
210368_at,1933
211873_s_at,6021
211807_x_at,4295
221682_s_at,8579
214563_at,6124
214564_s_at,5632
203793_x_at,11612
214239_x_at,1795
203792_x_at,11193
213551_x_at,13434
212753_at,15365
204564_at,14907
219940_s_at,4864
222045_s_at,12013
89948_at,556
221762_s_at,13986
222044_at,16998
202847_at,11063
210650_s_at,2095
213558_at,15697
217096_at,3664
209997_x_at,7666
202174_s_at,9602
214937_x_at,17944
209996_x_at,16754
214118_x_at,15688
208857_s_at,16366
210156_s_at,15843
205202_at,17512
212406_s_at,16543
201202_at,3259
217816_s_at,16496
203660_s_at,1942
215175_at,12725
213159_at,14520
213173_at,6688
220461_at,10396
205689_at,10655
39650_s_at,9001
202465_at,2092
219295_s_at,14088
205549_at,5158
205825_at,10492
218952_at,8214
204870_s_at,15166
204869_at,16138
205560_at,3146
205559_s_at,1219
213652_at,11118
207414_s_at,5419
211263_s_at,7789
210553_x_at,8776
211262_at,13159
218676_s_at,13866
203803_at,10431
218953_s_at,15907
210456_at,17099
206751_s_at,16771
217624_at,3350
202290_at,2433
211496_s_at,6858
207634_at,9068
210907_s_at,1958
212424_at,2890
212422_at,2164
220049_s_at,4779
213585_s_at,11384
204025_s_at,11802
213581_at,17942
202730_s_at,11927
212594_at,14643
202731_at,548
212593_s_at,3923
219275_at,16261
222380_s_at,7109
222381_at,13449
203415_at,4164
222152_at,12227
217746_s_at,11616
204448_s_at,2413
204449_at,9508
211170_s_at,16842
205501_at,13701
211171_s_at,15265
221110_x_at,4490
208396_s_at,9588
206444_at,8682
216869_at,5556
207303_at,10108
204134_at,17091
206388_at,8071
206389_s_at,6301
222317_at,5692
214582_at,15682
208591_s_at,10729
204735_at,2260
211901_s_at,10560
211591_s_at,13596
211447_s_at,13236
211302_s_at,8290
215671_at,14584
203708_at,14648
211818_s_at,2698
206792_x_at,11248
206791_s_at,11428
210837_s_at,126
210836_x_at,11217
211840_s_at,9132
204491_at,2043
214099_s_at,8743
205872_x_at,2912
210305_at,5027
212390_at,1434
213388_at,4047
212392_s_at,3178
214129_at,11879
215575_at,9563
214130_s_at,13016
209700_x_at,3097
206757_at,194
206623_at,11767
210304_at,7980
211093_at,6113
204091_at,16200
216883_x_at,13426
210060_at,8769
206841_at,6654
220343_at,4852
212522_at,1127
212521_s_at,10542
213228_at,12393
205593_s_at,1498
205463_s_at,16323
216867_s_at,9547
204200_s_at,17289
216061_x_at,10574
217112_at,1883
216055_at,7200
219304_s_at,12212
215305_at,13407
211533_at,15067
203131_at,2313
202273_at,8205
205226_at,7422
200980_s_at,5496
200979_at,14016
214518_at,3176
211023_at,14213
208911_s_at,4453
203067_at,15634
206691_s_at,3151
206889_at,5690
216127_at,2921
208612_at,1925
208658_at,6975
211048_s_at,5685
203857_s_at,1165
208639_x_at,17088
208638_at,13716
207668_x_at,8749
216640_s_at,12050
213724_s_at,7148
202590_s_at,12754
206347_at,12699
221957_at,9446
206348_s_at,10142
205960_at,9213
208690_s_at,12184
219165_at,17253
209621_s_at,12233
210170_at,11381
214175_x_at,15950
218690_at,11477
218691_s_at,10645
214174_s_at,12813
211564_s_at,1769
216803_at,5757
221994_at,4614
203243_s_at,11375
216804_s_at,15457
203242_s_at,5904
213684_s_at,10539
211681_s_at,3902
211680_at,832
212412_at,16012
214122_at,8120
214121_x_at,13443
203369_x_at,6857
203370_s_at,13990
214266_s_at,4538
218273_s_at,6956
32029_at,16103
221244_s_at,10597
204524_at,13665
208233_at,14852
221898_at,9662
204879_at,10559
220236_at,11543
213984_at,15670
212140_at,15076
212138_at,3342
213983_s_at,2070
204742_s_at,9289
207956_x_at,4361
215888_at,12443
220865_s_at,1554
219307_at,12258
210937_s_at,2937
210938_at,7290
208559_at,2803
212053_at,14688
202671_s_at,13622
218018_at,11482
218019_s_at,13915
206803_at,1272
209493_at,16749
220303_at,9951
220555_s_at,11147
205380_at,2676
219630_at,13231
212915_at,13532
220595_at,10944
200788_s_at,13081
200787_s_at,7562
205353_s_at,12136
211941_s_at,17021
210825_s_at,4874
208982_at,11825
208981_at,460
208983_s_at,2445
221142_s_at,8574
217923_at,15537
212092_at,3609
212094_at,8351
209243_s_at,2535
209242_at,1518
218319_at,10675
219132_at,1936
215354_s_at,6822
207621_s_at,7765
213791_at,16311
202108_at,7282
36829_at,16299
202861_at,6402
208518_s_at,15915
205251_at,16743
221045_s_at,9721
217744_s_at,11586
202212_at,2993
215023_s_at,3511
204873_at,10082
206351_s_at,17737
206352_s_at,1963
205161_s_at,4687
205160_at,2665
202658_at,7441
205094_at,15398
205246_at,16717
203503_s_at,15333
33760_at,16614
221603_at,6803
49878_at,604
221604_s_at,2600
201707_at,6119
201706_s_at,13875
210296_s_at,2017
219180_s_at,1373
215481_s_at,7405
203244_at,15705
219642_s_at,10835
204545_at,10881
320_at,17172
205420_at,4724
211033_s_at,3673
213302_at,9728
201507_at,7312
218336_at,10508
205361_s_at,4550
205362_s_at,10257
210908_s_at,16923
207132_x_at,2774
222019_at,8256
222029_x_at,11720
207537_at,12094
209992_at,11513
207931_s_at,6335
202464_s_at,3653
206246_at,9465
211065_x_at,10125
201102_s_at,7976
210976_s_at,4114
201037_at,4969
200634_at,15570
204992_s_at,8154
200886_s_at,15860
205736_at,11291
220576_at,17038
213469_at,5561
41858_at,6345
215293_s_at,17595
221811_at,3493
55616_at,3576
205261_at,1980
201118_at,2227
209652_s_at,15477
215179_x_at,5074
206288_at,4126
218388_at,15698
218387_s_at,18029
220944_at,13936
201968_s_at,14606
210041_s_at,6603
221788_at,8852
208491_s_at,2189
218410_s_at,5759
219891_at,677
208305_at,16024
201120_s_at,8229
201121_s_at,12276
213227_at,3949
201701_s_at,592
219394_at,16313
213638_at,9252
204048_s_at,10755
204047_s_at,17954
204049_s_at,13357
219235_s_at,17368
200659_s_at,10994
200658_s_at,46
201600_at,6521
218338_at,15000
200919_at,1278
215521_at,17025
220328_at,3736
210617_at,10646
40446_at,4642
202928_s_at,3010
219126_at,9867
221816_s_at,13000
207138_at,2865
212726_at,6722
209422_at,2100
206567_s_at,16258
209423_s_at,10981
219606_at,17576
222133_s_at,2924
217954_s_at,13152
217953_at,17350
217951_s_at,9084
215718_s_at,11552
217952_x_at,12783
215622_x_at,10624
221611_s_at,1137
212916_at,14304
215065_at,1418
201397_at,4102
213074_at,15848
212542_s_at,6465
205450_at,7592
209439_s_at,16333
209438_at,3222
202739_s_at,12576
202738_s_at,16928
207312_at,13413
203709_at,3388
217998_at,699
218000_s_at,9241
217999_s_at,6960
217997_at,17031
217996_at,9942
209802_at,6721
209803_s_at,6263
218634_at,11250
216102_at,3830
212134_at,7829
216019_x_at,14590
212719_at,4883
210919_at,11705
214944_at,15432
213407_at,11003
214609_at,6658
207009_at,3492
215285_s_at,12159
210191_s_at,5446
205702_at,4290
215286_s_at,18111
217097_s_at,10687
209780_at,17834
203335_at,17209
205325_at,15203
207938_at,6547
203691_at,17254
41469_at,17655
209346_s_at,15011
209345_s_at,15284
215134_at,8282
213408_s_at,142
207081_s_at,12289
206138_s_at,8763
206139_at,6996
210417_s_at,9367
37433_at,15219
214593_at,5797
214442_s_at,16044
203035_s_at,7873
213239_at,16883
212506_at,11743
212511_at,2783
215832_x_at,207
215236_s_at,5166
203134_at,14166
204746_s_at,4665
219093_at,8269
205281_s_at,16443
205452_at,8530
215242_at,4482
202846_s_at,16590
216593_s_at,12449
205078_at,12448
205077_s_at,16378
218652_s_at,11306
209625_at,12498
209707_at,12137
205873_at,1200
219048_at,2032
209998_at,14956
214990_at,10360
214991_s_at,819
221689_s_at,13661
204144_s_at,2559
204213_at,8093
217770_at,3946
219238_at,12802
51146_at,6261
220041_at,16500
217872_at,6762
213070_at,3377
204484_at,13603
215129_at,4522
217620_s_at,5157
212688_at,2423
211230_s_at,2476
203879_at,14589
206370_at,14727
206369_s_at,6491
221756_at,12280
221757_at,2364
212240_s_at,10120
212239_at,1031
212249_at,8986
207105_s_at,3738
202743_at,7321
211580_s_at,4674
216436_at,5023
216752_at,16547
212740_at,16087
220566_at,13114
213111_at,17089
219788_at,16325
222218_s_at,10757
209193_at,14519
204269_at,9501
202927_at,448
214224_s_at,9922
204571_x_at,7254
214225_at,5522
204572_s_at,1776
209019_s_at,9825
209018_s_at,6656
206509_at,5474
205570_at,17569
